id,major,minor,model,name,image,image_original,price,blurb,price_fmt,description,catalog_pdfs
191580374,ゲート・仮囲い,パネルゲート,PGN-36,パネルゲート柱付きW3600mm・380kg,https://res.cloudinary.com/jfnzoigm/image/upload/v1788592182/products/191580374.jpg,https://img21.shop-pro.jp/PA01522/292/product/191580374.jpg,340500,強度・耐久性が高く、長期間工事に最適な柱付きタイプのパネルゲート。,"340,500",強度・耐久性が高く、長期間工事に最適な柱付きタイプのパネルゲート。,"[{""label"": ""資料"", ""url"": ""https://file003.shop-pro.jp/PA01522/292/catalogue/panelgatehashira_toriatsukai.pdf""}, {""label"": ""品番の図面"", ""url"": ""https://file003.shop-pro.jp/PA01522/292/catalogue/panelgatePGN-36.pdf""}]"
191580376,ゲート・仮囲い,パネルゲート,PGN-45,パネルゲート柱付きW4500mm・420kg,https://res.cloudinary.com/jfnzoigm/image/upload/v1788592183/products/191580376.jpg,https://img21.shop-pro.jp/PA01522/292/product/191580376.jpg,385000,強度・耐久性が高く、長期間工事に最適な柱付きタイプのパネルゲート。,"385,000",強度・耐久性が高く、長期間工事に最適な柱付きタイプのパネルゲート。,"[{""label"": ""資料"", ""url"": ""https://file003.shop-pro.jp/PA01522/292/catalogue/panelgatehashira_toriatsukai.pdf""}, {""label"": ""品番の図面"", ""url"": ""https://file003.shop-pro.jp/PA01522/292/catalogue/panelgatePGN-45.pdf""}]"
191580377,ゲート・仮囲い,パネルゲート,PGN-54,パネルゲート柱付きW5400mm・460kg,https://res.cloudinary.com/jfnzoigm/image/upload/v1788592184/products/191580377.jpg,https://img21.shop-pro.jp/PA01522/292/product/191580377.jpg,430000,強度・耐久性が高く、長期間工事に最適な柱付きタイプのパネルゲート。,"430,000",強度・耐久性が高く、長期間工事に最適な柱付きタイプのパネルゲート。,"[{""label"": ""資料"", ""url"": ""https://file003.shop-pro.jp/PA01522/292/catalogue/panelgatehashira_toriatsukai.pdf""}, {""label"": ""品番の図面"", ""url"": ""https://file003.shop-pro.jp/PA01522/292/catalogue/panelgatePGN-54.pdf""}]"
191580378,ゲート・仮囲い,パネルゲート,PGN-63,パネルゲート柱付きW6300mm・520kg,https://res.cloudinary.com/jfnzoigm/image/upload/v1788592185/products/191580378.jpg,https://img21.shop-pro.jp/PA01522/292/product/191580378.jpg,482000,強度・耐久性が高く、長期間工事に最適な柱付きタイプのパネルゲート。,"482,000",強度・耐久性が高く、長期間工事に最適な柱付きタイプのパネルゲート。,"[{""label"": ""資料"", ""url"": ""https://file003.shop-pro.jp/PA01522/292/catalogue/panelgatehashira_toriatsukai.pdf""}, {""label"": ""品番の図面"", ""url"": ""https://file003.shop-pro.jp/PA01522/292/catalogue/panelgatePGN-63.pdf""}]"
191580379,ゲート・仮囲い,パネルゲート,PGN-72,パネルゲート柱付きW7200mm・570kg,https://res.cloudinary.com/jfnzoigm/image/upload/v1788592186/products/191580379.jpg,https://img21.shop-pro.jp/PA01522/292/product/191580379.jpg,526000,強度・耐久性が高く、長期間工事に最適な柱付きタイプのパネルゲート。,"526,000",強度・耐久性が高く、長期間工事に最適な柱付きタイプのパネルゲート。,"[{""label"": ""資料"", ""url"": ""https://file003.shop-pro.jp/PA01522/292/catalogue/panelgatehashira_toriatsukai.pdf""}, {""label"": ""品番の図面"", ""url"": ""https://file003.shop-pro.jp/PA01522/292/catalogue/panelgatePGN-72.pdf""}]"
191580380,ゲート・仮囲い,パネルゲート,PGN-81,パネルゲート柱付きW8100mm・610kg,https://res.cloudinary.com/jfnzoigm/image/upload/v1788592187/products/191580380.jpg,https://img21.shop-pro.jp/PA01522/292/product/191580380.jpg,577000,強度・耐久性が高く、長期間工事に最適な柱付きタイプのパネルゲート。,"577,000",強度・耐久性が高く、長期間工事に最適な柱付きタイプのパネルゲート。,"[{""label"": ""資料"", ""url"": ""https://file003.shop-pro.jp/PA01522/292/catalogue/panelgatehashira_toriatsukai.pdf""}, {""label"": ""品番の図面"", ""url"": ""https://file003.shop-pro.jp/PA01522/292/catalogue/panelgatePGN-81.pdf""}]"
191580381,ゲート・仮囲い,パネルゲート,PGN-90,パネルゲート柱付きW9000mm・650kg,https://res.cloudinary.com/jfnzoigm/image/upload/v1788592188/products/191580381.jpg,https://img21.shop-pro.jp/PA01522/292/product/191580381.jpg,632500,強度・耐久性が高く、長期間工事に最適な柱付きタイプのパネルゲート。,"632,500",強度・耐久性が高く、長期間工事に最適な柱付きタイプのパネルゲート。,"[{""label"": ""資料"", ""url"": ""https://file003.shop-pro.jp/PA01522/292/catalogue/panelgatehashira_toriatsukai.pdf""}, {""label"": ""品番の図面"", ""url"": ""https://file003.shop-pro.jp/PA01522/292/catalogue/panelgatePGN-90.pdf""}]"
191580382,ゲート・仮囲い,パネルゲート,PGN-99,パネルゲート柱付きW9900mm・720kg,https://res.cloudinary.com/jfnzoigm/image/upload/v1788592189/products/191580382.jpg,https://img21.shop-pro.jp/PA01522/292/product/191580382.jpg,723900,強度・耐久性が高く、長期間工事に最適な柱付きタイプのパネルゲート。,"723,900",強度・耐久性が高く、長期間工事に最適な柱付きタイプのパネルゲート。,"[{""label"": ""資料"", ""url"": ""https://file003.shop-pro.jp/PA01522/292/catalogue/panelgatehashira_toriatsukai.pdf""}, {""label"": ""品番の図面"", ""url"": ""https://file003.shop-pro.jp/PA01522/292/catalogue/panelgatePGN-99.pdf""}]"
191580383,ゲート・仮囲い,パネルゲート,PGN-108,パネルゲート柱付きW10800mm・790kg,https://res.cloudinary.com/jfnzoigm/image/upload/v1788592191/products/191580383.jpg,https://img21.shop-pro.jp/PA01522/292/product/191580383.jpg,829700,強度・耐久性が高く、長期間工事に最適な柱付きタイプのパネルゲート。,"829,700",強度・耐久性が高く、長期間工事に最適な柱付きタイプのパネルゲート。,"[{""label"": ""資料"", ""url"": ""https://file003.shop-pro.jp/PA01522/292/catalogue/panelgatehashira_toriatsukai.pdf""}, {""label"": ""品番の図面"", ""url"": ""https://file003.shop-pro.jp/PA01522/292/catalogue/panelgatePGN-108.pdf""}]"
191580384,ゲート・仮囲い,パネルゲート,PGN-117,パネルゲート柱付きW11700mm・860kg,https://res.cloudinary.com/jfnzoigm/image/upload/v1788592192/products/191580384.jpg,https://img21.shop-pro.jp/PA01522/292/product/191580384.jpg,924700,強度・耐久性が高く、長期間工事に最適な柱付きタイプのパネルゲート。,"924,700",強度・耐久性が高く、長期間工事に最適な柱付きタイプのパネルゲート。,"[{""label"": ""資料"", ""url"": ""https://file003.shop-pro.jp/PA01522/292/catalogue/panelgatehashira_toriatsukai.pdf""}, {""label"": ""品番の図面"", ""url"": ""https://file003.shop-pro.jp/PA01522/292/catalogue/panelgatePGN-117.pdf""}]"
191580385,ゲート・仮囲い,パネルゲート,PGN-126,パネルゲート柱付きW12600mm・930kg,https://res.cloudinary.com/jfnzoigm/image/upload/v1788592193/products/191580385.jpg,https://img21.shop-pro.jp/PA01522/292/product/191580385.jpg,1014200,強度・耐久性が高く、長期間工事に最適な柱付きタイプのパネルゲート。,"1,014,200",強度・耐久性が高く、長期間工事に最適な柱付きタイプのパネルゲート。,"[{""label"": ""資料"", ""url"": ""https://file003.shop-pro.jp/PA01522/292/catalogue/panelgatehashira_toriatsukai.pdf""}, {""label"": ""品番の図面"", ""url"": ""https://file003.shop-pro.jp/PA01522/292/catalogue/panelgatePGN-126.pdf""}]"
191580386,ゲート・仮囲い,パネルゲート,MPGN-36,パネルゲート柱無しW3600mm・230kg,https://res.cloudinary.com/jfnzoigm/image/upload/v1788592193/products/191580386.jpg,https://img21.shop-pro.jp/PA01522/292/product/191580386.jpg,224000,柱に単管パイプを使用し、基礎工事が不要な簡易パネルゲート。,"224,000",柱に単管パイプを使用し、基礎工事が不要な簡易パネルゲート。外部足場にも設置可能で、単管パイプを柱にしているので移設が可能です。,"[{""label"": ""資料"", ""url"": ""https://file003.shop-pro.jp/PA01522/292/catalogue/panelgatehashiranashi_toriatsukai.pdf""}, {""label"": ""品番の図面"", ""url"": ""https://file003.shop-pro.jp/PA01522/292/catalogue/minipanelgateMPGN-36.pdf""}]"
191580387,ゲート・仮囲い,パネルゲート,MPGN-45,パネルゲート柱無しW4500mm・270kg,https://res.cloudinary.com/jfnzoigm/image/upload/v1788592195/products/191580387.jpg,https://img21.shop-pro.jp/PA01522/292/product/191580387.jpg,265000,柱に単管パイプを使用し、基礎工事が不要な簡易パネルゲート。,"265,000",柱に単管パイプを使用し、基礎工事が不要な簡易パネルゲート。外部足場にも設置可能で、単管パイプを柱にしているので移設が可能です。,"[{""label"": ""資料"", ""url"": ""https://file003.shop-pro.jp/PA01522/292/catalogue/panelgatehashiranashi_toriatsukai.pdf""}, {""label"": ""品番の図面"", ""url"": ""https://file003.shop-pro.jp/PA01522/292/catalogue/minipanelgateMPGN-45.pdf""}]"
191580388,ゲート・仮囲い,パネルゲート,MPGN-54,パネルゲート柱無しW5400mm・310kg,https://res.cloudinary.com/jfnzoigm/image/upload/v1788592196/products/191580388.jpg,https://img21.shop-pro.jp/PA01522/292/product/191580388.jpg,306500,柱に単管パイプを使用し、基礎工事が不要な簡易パネルゲート。,"306,500",柱に単管パイプを使用し、基礎工事が不要な簡易パネルゲート。外部足場にも設置可能で、単管パイプを柱にしているので移設が可能です。,"[{""label"": ""資料"", ""url"": ""https://file003.shop-pro.jp/PA01522/292/catalogue/panelgatehashiranashi_toriatsukai.pdf""}, {""label"": ""品番の図面"", ""url"": ""https://file003.shop-pro.jp/PA01522/292/catalogue/minipanelgateMPGN-54.pdf""}]"
191580389,ゲート・仮囲い,パネルゲート,MPGN-63,パネルゲート柱無しW6300mm・370kg,https://res.cloudinary.com/jfnzoigm/image/upload/v1788592197/products/191580389.jpg,https://img21.shop-pro.jp/PA01522/292/product/191580389.jpg,353000,柱に単管パイプを使用し、基礎工事が不要な簡易パネルゲート。,"353,000",柱に単管パイプを使用し、基礎工事が不要な簡易パネルゲート。外部足場にも設置可能で、単管パイプを柱にしているので移設が可能です。,"[{""label"": ""資料"", ""url"": ""https://file003.shop-pro.jp/PA01522/292/catalogue/panelgatehashiranashi_toriatsukai.pdf""}, {""label"": ""品番の図面"", ""url"": ""https://file003.shop-pro.jp/PA01522/292/catalogue/minipanelgateMPGN-63.pdf""}]"
191580390,ゲート・仮囲い,パネルゲート,MPGN-72,パネルゲート柱無しW7200mm・420kg,https://res.cloudinary.com/jfnzoigm/image/upload/v1788592198/products/191580390.jpg,https://img21.shop-pro.jp/PA01522/292/product/191580390.jpg,396000,柱に単管パイプを使用し、基礎工事が不要な簡易パネルゲート。,"396,000",柱に単管パイプを使用し、基礎工事が不要な簡易パネルゲート。外部足場にも設置可能で、単管パイプを柱にしているので移設が可能です。,"[{""label"": ""資料"", ""url"": ""https://file003.shop-pro.jp/PA01522/292/catalogue/panelgatehashiranashi_toriatsukai.pdf""}, {""label"": ""品番の図面"", ""url"": ""https://file003.shop-pro.jp/PA01522/292/catalogue/minipanelgateMPGN-72.pdf""}]"
191580391,ゲート・仮囲い,パネルゲート,MPGN-81,パネルゲート柱無しW8100mm・460kg,https://res.cloudinary.com/jfnzoigm/image/upload/v1788592199/products/191580391.jpg,https://img21.shop-pro.jp/PA01522/292/product/191580391.jpg,442600,柱に単管パイプを使用し、基礎工事が不要な簡易パネルゲート。,"442,600",柱に単管パイプを使用し、基礎工事が不要な簡易パネルゲート。外部足場にも設置可能で、単管パイプを柱にしているので移設が可能です。,"[{""label"": ""資料"", ""url"": ""https://file003.shop-pro.jp/PA01522/292/catalogue/panelgatehashiranashi_toriatsukai.pdf""}, {""label"": ""品番の図面"", ""url"": ""https://file003.shop-pro.jp/PA01522/292/catalogue/minipanelgateMPGN-81.pdf""}]"
191580392,ゲート・仮囲い,パネルゲート,MPGN-90,パネルゲート柱無しW9000mm・500kg,https://res.cloudinary.com/jfnzoigm/image/upload/v1788592200/products/191580392.jpg,https://img21.shop-pro.jp/PA01522/292/product/191580392.jpg,492800,柱に単管パイプを使用し、基礎工事が不要な簡易パネルゲート。,"492,800",柱に単管パイプを使用し、基礎工事が不要な簡易パネルゲート。外部足場にも設置可能で、単管パイプを柱にしているので移設が可能です。,"[{""label"": ""資料"", ""url"": ""https://file003.shop-pro.jp/PA01522/292/catalogue/panelgatehashiranashi_toriatsukai.pdf""}, {""label"": ""品番の図面"", ""url"": ""https://file003.shop-pro.jp/PA01522/292/catalogue/minipanelgateMPGN-90.pdf""}]"
191580393,ゲート・仮囲い,シートゲート,MGH-36,シートゲート柱付きW3600mm・300Kg,https://res.cloudinary.com/jfnzoigm/image/upload/v1788592201/products/191580393.jpg,https://img21.shop-pro.jp/PA01522/292/product/191580393.jpg,210800,コンクリート基礎施工で、強度・耐久性の高い柱付きタイプのシートゲートです。,"210,800",コンクリート基礎施工で、強度・耐久性の高い柱付きタイプのシートゲートです。シートを使用している為、軽量でスムーズな開閉が特徴です。,"[{""label"": ""資料"", ""url"": ""https://file003.shop-pro.jp/PA01522/292/catalogue/Seatgate_hashiratsuki_toriatsukai.pdf""}, {""label"": ""品番の図面"", ""url"": ""https://file003.shop-pro.jp/PA01522/292/catalogue/SeatgateMGH-36.pdf""}]"
191580394,ゲート・仮囲い,シートゲート,MGH-45,シートゲート柱付きW4500mm・320Kg,https://res.cloudinary.com/jfnzoigm/image/upload/v1788592202/products/191580394.jpg,https://img21.shop-pro.jp/PA01522/292/product/191580394.jpg,231000,コンクリート基礎施工で、強度・耐久性の高い柱付きタイプのシートゲートです。,"231,000",コンクリート基礎施工で、強度・耐久性の高い柱付きタイプのシートゲートです。シートを使用している為、軽量でスムーズな開閉が特徴です。,"[{""label"": ""資料"", ""url"": ""https://file003.shop-pro.jp/PA01522/292/catalogue/Seatgate_hashiratsuki_toriatsukai.pdf""}, {""label"": ""品番の図面"", ""url"": ""https://file003.shop-pro.jp/PA01522/292/catalogue/SeatgateMGH-45.pdf""}]"
191580395,ゲート・仮囲い,シートゲート,MGH-54,シートゲート柱付きW5400mm・340Kg,https://res.cloudinary.com/jfnzoigm/image/upload/v1788592203/products/191580395.jpg,https://img21.shop-pro.jp/PA01522/292/product/191580395.jpg,256900,コンクリート基礎施工で、強度・耐久性の高い柱付きタイプのシートゲートです。,"256,900",コンクリート基礎施工で、強度・耐久性の高い柱付きタイプのシートゲートです。シートを使用している為、軽量でスムーズな開閉が特徴です。,"[{""label"": ""資料"", ""url"": ""https://file003.shop-pro.jp/PA01522/292/catalogue/Seatgate_hashiratsuki_toriatsukai.pdf""}, {""label"": ""品番の図面"", ""url"": ""https://file003.shop-pro.jp/PA01522/292/catalogue/SeatgateMGH-54.pdf""}]"
191580396,ゲート・仮囲い,シートゲート,MGH-63,シートゲート柱付きW6300mm・380Kg,https://res.cloudinary.com/jfnzoigm/image/upload/v1788592204/products/191580396.jpg,https://img21.shop-pro.jp/PA01522/292/product/191580396.jpg,276900,コンクリート基礎施工で、強度・耐久性の高い柱付きタイプのシートゲートです。,"276,900",コンクリート基礎施工で、強度・耐久性の高い柱付きタイプのシートゲートです。シートを使用している為、軽量でスムーズな開閉が特徴です。,"[{""label"": ""資料"", ""url"": ""https://file003.shop-pro.jp/PA01522/292/catalogue/Seatgate_hashiratsuki_toriatsukai.pdf""}, {""label"": ""品番の図面"", ""url"": ""https://file003.shop-pro.jp/PA01522/292/catalogue/SeatgateMGH-63.pdf""}]"
191580397,ゲート・仮囲い,シートゲート,MGH-72,シートゲート柱付きW7200mm・410Kg,https://res.cloudinary.com/jfnzoigm/image/upload/v1788592205/products/191580397.jpg,https://img21.shop-pro.jp/PA01522/292/product/191580397.jpg,311000,コンクリート基礎施工で、強度・耐久性の高い柱付きタイプのシートゲートです。,"311,000",コンクリート基礎施工で、強度・耐久性の高い柱付きタイプのシートゲートです。シートを使用している為、軽量でスムーズな開閉が特徴です。,"[{""label"": ""資料"", ""url"": ""https://file003.shop-pro.jp/PA01522/292/catalogue/Seatgate_hashiratsuki_toriatsukai.pdf""}, {""label"": ""品番の図面"", ""url"": ""https://file003.shop-pro.jp/PA01522/292/catalogue/SeatgateMGH-72.pdf""}]"
191580398,ゲート・仮囲い,シートゲート,MGH-81,シートゲート柱付きW8100mm・430Kg,https://res.cloudinary.com/jfnzoigm/image/upload/v1788592206/products/191580398.jpg,https://img21.shop-pro.jp/PA01522/292/product/191580398.jpg,337200,コンクリート基礎施工で、強度・耐久性の高い柱付きタイプのシートゲートです。,"337,200",コンクリート基礎施工で、強度・耐久性の高い柱付きタイプのシートゲートです。シートを使用している為、軽量でスムーズな開閉が特徴です。,"[{""label"": ""資料"", ""url"": ""https://file003.shop-pro.jp/PA01522/292/catalogue/Seatgate_hashiratsuki_toriatsukai.pdf""}, {""label"": ""品番の図面"", ""url"": ""https://file003.shop-pro.jp/PA01522/292/catalogue/SeatgateMGH-81.pdf""}]"
191580399,ゲート・仮囲い,シートゲート,MGH-90,シートゲート柱付きW9000mm・450Kg,https://res.cloudinary.com/jfnzoigm/image/upload/v1788592207/products/191580399.jpg,https://img21.shop-pro.jp/PA01522/292/product/191580399.jpg,377500,コンクリート基礎施工で、強度・耐久性の高い柱付きタイプのシートゲートです。,"377,500",コンクリート基礎施工で、強度・耐久性の高い柱付きタイプのシートゲートです。シートを使用している為、軽量でスムーズな開閉が特徴です。,"[{""label"": ""資料"", ""url"": ""https://file003.shop-pro.jp/PA01522/292/catalogue/Seatgate_hashiratsuki_toriatsukai.pdf""}, {""label"": ""品番の図面"", ""url"": ""https://file003.shop-pro.jp/PA01522/292/catalogue/panelgatePGN-90.pdf""}]"
191580400,ゲート・仮囲い,シートゲート,MGH-99,シートゲート柱付きW9900mm・500Kg,https://res.cloudinary.com/jfnzoigm/image/upload/v1788592208/products/191580400.jpg,https://img21.shop-pro.jp/PA01522/292/product/191580400.jpg,411500,コンクリート基礎施工で、強度・耐久性の高い柱付きタイプのシートゲートです。,"411,500",コンクリート基礎施工で、強度・耐久性の高い柱付きタイプのシートゲートです。シートを使用している為、軽量でスムーズな開閉が特徴です。,"[{""label"": ""資料"", ""url"": ""https://file003.shop-pro.jp/PA01522/292/catalogue/Seatgate_hashiratsuki_toriatsukai.pdf""}, {""label"": ""品番の図面"", ""url"": ""https://file003.shop-pro.jp/PA01522/292/catalogue/panelgatePGN-99.pdf""}]"
191580402,ゲート・仮囲い,シートゲート,MGH-108,シートゲート柱付きW10800mm・550Kg,https://res.cloudinary.com/jfnzoigm/image/upload/v1788592209/products/191580402.jpg,https://img21.shop-pro.jp/PA01522/292/product/191580402.jpg,451500,コンクリート基礎施工で、強度・耐久性の高い柱付きタイプのシートゲートです。,"451,500",コンクリート基礎施工で、強度・耐久性の高い柱付きタイプのシートゲートです。シートを使用している為、軽量でスムーズな開閉が特徴です。,"[{""label"": ""資料"", ""url"": ""https://file003.shop-pro.jp/PA01522/292/catalogue/Seatgate_hashiratsuki_toriatsukai.pdf""}, {""label"": ""品番の図面"", ""url"": ""https://file003.shop-pro.jp/PA01522/292/catalogue/panelgatePGN-108 .pdf""}]"
191580403,ゲート・仮囲い,シートゲート,MGH-117,シートゲート柱付きW11700mm・600Kg,https://res.cloudinary.com/jfnzoigm/image/upload/v1788592210/products/191580403.jpg,https://img21.shop-pro.jp/PA01522/292/product/191580403.jpg,491600,コンクリート基礎施工で、強度・耐久性の高い柱付きタイプのシートゲートです。,"491,600",コンクリート基礎施工で、強度・耐久性の高い柱付きタイプのシートゲートです。シートを使用している為、軽量でスムーズな開閉が特徴です。,"[{""label"": ""資料"", ""url"": ""https://file003.shop-pro.jp/PA01522/292/catalogue/Seatgate_hashiratsuki_toriatsukai.pdf""}, {""label"": ""品番の図面"", ""url"": ""https://file003.shop-pro.jp/PA01522/292/catalogue/panelgatePGN-117 (1).pdf""}]"
191580404,ゲート・仮囲い,シートゲート,MGH-126,シートゲート柱付きW12600mm・650Kg,https://res.cloudinary.com/jfnzoigm/image/upload/v1788592212/products/191580404.jpg,https://img21.shop-pro.jp/PA01522/292/product/191580404.jpg,542000,コンクリート基礎施工で、強度・耐久性の高い柱付きタイプのシートゲートです。,"542,000",コンクリート基礎施工で、強度・耐久性の高い柱付きタイプのシートゲートです。シートを使用している為、軽量でスムーズな開閉が特徴です。,"[{""label"": ""資料"", ""url"": ""https://file003.shop-pro.jp/PA01522/292/catalogue/Seatgate_hashiratsuki_toriatsukai.pdf""}, {""label"": ""品番の図面"", ""url"": ""https://file003.shop-pro.jp/PA01522/292/catalogue/panelgatePGN-126.pdf""}]"
191580405,ゲート・仮囲い,シートゲート,MG-36,シートゲート柱無しW3600mm・150kg,https://res.cloudinary.com/jfnzoigm/image/upload/v1788592213/products/191580405.jpg,https://img21.shop-pro.jp/PA01522/292/product/191580405.jpg,127500,柱に単管パイプを使用し、基礎工事が不要な簡易シートゲートです。,"127,500",柱に単管パイプを使用し、基礎工事が不要な簡易シートゲートです。外部足場にも設置可能で、単管パイプを柱にしているので移設が可能です。,"[{""label"": ""資料"", ""url"": ""https://file003.shop-pro.jp/PA01522/292/catalogue/Seatgate_hashiranashi_toriatsukai.pdf""}, {""label"": ""品番の図面"", ""url"": ""https://file003.shop-pro.jp/PA01522/292/catalogue/SeatgateMG-36.pdf""}]"
191580406,ゲート・仮囲い,シートゲート,MG-45,シートゲート柱無しW4500mm・170kg,https://res.cloudinary.com/jfnzoigm/image/upload/v1788592214/products/191580406.jpg,https://img21.shop-pro.jp/PA01522/292/product/191580406.jpg,149000,柱に単管パイプを使用し、基礎工事が不要な簡易シートゲートです。,"149,000",柱に単管パイプを使用し、基礎工事が不要な簡易シートゲートです。外部足場にも設置可能で、単管パイプを柱にしているので移設が可能です。,"[{""label"": ""資料"", ""url"": ""https://file003.shop-pro.jp/PA01522/292/catalogue/Seatgate_hashiranashi_toriatsukai.pdf""}, {""label"": ""品番の図面"", ""url"": ""https://file003.shop-pro.jp/PA01522/292/catalogue/SeatgateMG-45.pdf""}]"
191580407,ゲート・仮囲い,シートゲート,MG-54,シートゲート柱無しW5400mm・190kg,https://res.cloudinary.com/jfnzoigm/image/upload/v1788592215/products/191580407.jpg,https://img21.shop-pro.jp/PA01522/292/product/191580407.jpg,170000,柱に単管パイプを使用し、基礎工事が不要な簡易シートゲートです。,"170,000",柱に単管パイプを使用し、基礎工事が不要な簡易シートゲートです。外部足場にも設置可能で、単管パイプを柱にしているので移設が可能です。,"[{""label"": ""資料"", ""url"": ""https://file003.shop-pro.jp/PA01522/292/catalogue/Seatgate_hashiranashi_toriatsukai.pdf""}, {""label"": ""品番の図面"", ""url"": ""https://file003.shop-pro.jp/PA01522/292/catalogue/SeatgateMG-54.pdf""}]"
191580408,ゲート・仮囲い,シートゲート,MG-63,シートゲート柱無しW6300mm・230kg,https://res.cloudinary.com/jfnzoigm/image/upload/v1788592216/products/191580408.jpg,https://img21.shop-pro.jp/PA01522/292/product/191580408.jpg,202500,柱に単管パイプを使用し、基礎工事が不要な簡易シートゲートです。,"202,500",柱に単管パイプを使用し、基礎工事が不要な簡易シートゲートです。外部足場にも設置可能で、単管パイプを柱にしているので移設が可能です。,"[{""label"": ""資料"", ""url"": ""https://file003.shop-pro.jp/PA01522/292/catalogue/Seatgate_hashiranashi_toriatsukai.pdf""}, {""label"": ""品番の図面"", ""url"": ""https://file003.shop-pro.jp/PA01522/292/catalogue/SeatgateMG-63.pdf""}]"
191580409,ゲート・仮囲い,シートゲート,MG-72,シートゲート柱無しW7200mm・260kg,https://res.cloudinary.com/jfnzoigm/image/upload/v1788592217/products/191580409.jpg,https://img21.shop-pro.jp/PA01522/292/product/191580409.jpg,220500,柱に単管パイプを使用し、基礎工事が不要な簡易シートゲートです。,"220,500",柱に単管パイプを使用し、基礎工事が不要な簡易シートゲートです。外部足場にも設置可能で、単管パイプを柱にしているので移設が可能です。,"[{""label"": ""資料"", ""url"": ""https://file003.shop-pro.jp/PA01522/292/catalogue/Seatgate_hashiranashi_toriatsukai.pdf""}, {""label"": ""品番の図面"", ""url"": ""https://file003.shop-pro.jp/PA01522/292/catalogue/SeatgateMG-72.pdf""}]"
191580410,ゲート・仮囲い,シートゲート,MG-81,シートゲート柱無しW8100mm・280kg,https://res.cloudinary.com/jfnzoigm/image/upload/v1788592218/products/191580410.jpg,https://img21.shop-pro.jp/PA01522/292/product/191580410.jpg,249000,柱に単管パイプを使用し、基礎工事が不要な簡易シートゲートです。,"249,000",柱に単管パイプを使用し、基礎工事が不要な簡易シートゲートです。外部足場にも設置可能で、単管パイプを柱にしているので移設が可能です。,"[{""label"": ""資料"", ""url"": ""https://file003.shop-pro.jp/PA01522/292/catalogue/Seatgate_hashiranashi_toriatsukai.pdf""}, {""label"": ""品番の図面"", ""url"": ""https://file003.shop-pro.jp/PA01522/292/catalogue/SeatgateMG-81.pdf""}]"
191580411,ゲート・仮囲い,シートゲート,MG-90,シートゲート柱無しW9000mm・300kg,https://res.cloudinary.com/jfnzoigm/image/upload/v1788592219/products/191580411.jpg,https://img21.shop-pro.jp/PA01522/292/product/191580411.jpg,279600,柱に単管パイプを使用し、基礎工事が不要な簡易シートゲートです。,"279,600",柱に単管パイプを使用し、基礎工事が不要な簡易シートゲートです。外部足場にも設置可能で、単管パイプを柱にしているので移設が可能です。,"[{""label"": ""資料"", ""url"": ""https://file003.shop-pro.jp/PA01522/292/catalogue/Seatgate_hashiranashi_toriatsukai.pdf""}, {""label"": ""品番の図面"", ""url"": ""https://file003.shop-pro.jp/PA01522/292/catalogue/SeatgateMG-90.pdf""}]"
191580412,ゲート・仮囲い,パネルキャスターゲート,PCGN-27,パネルキャスターゲートH3mW2700mm・120kg,https://res.cloudinary.com/jfnzoigm/image/upload/v1788592220/products/191580412.jpg,https://img21.shop-pro.jp/PA01522/292/product/191580412.jpg,160500,大型車両が出入り可能で、設置・撤去が簡単なパネル付きキャスターゲートです。,"160,500",大型車両が出入り可能で、設置・撤去が簡単なパネル付きキャスターゲートです。両開き仕様でも使用でき、３mパネルなので現場の目隠しに最適です。,"[{""label"": ""資料"", ""url"": ""https://file003.shop-pro.jp/PA01522/292/catalogue/panelcastergate3m_toriatsukai.pdf""}, {""label"": ""品番の図面"", ""url"": ""https://file003.shop-pro.jp/PA01522/292/catalogue/panelcastergatePCGN-27.pdf""}]"
191580413,ゲート・仮囲い,パネルキャスターゲート,PCGN-36,パネルキャスターゲートH3mW3600mm・160kg,https://res.cloudinary.com/jfnzoigm/image/upload/v1788592221/products/191580413.jpg,https://img21.shop-pro.jp/PA01522/292/product/191580413.jpg,206000,大型車両が出入り可能で、設置・撤去が簡単なパネル付きキャスターゲートです。,"206,000",大型車両が出入り可能で、設置・撤去が簡単なパネル付きキャスターゲートです。両開き仕様でも使用でき、３mパネルなので現場の目隠しに最適です。,"[{""label"": ""資料"", ""url"": ""https://file003.shop-pro.jp/PA01522/292/catalogue/panelcastergate3m_toriatsukai.pdf""}, {""label"": ""品番の図面"", ""url"": ""https://file003.shop-pro.jp/PA01522/292/catalogue/panelcastergatePCGN-36.pdf""}]"
191580414,ゲート・仮囲い,パネルキャスターゲート,PCGN-45,パネルキャスターゲートH3mW4500mm・200kg,https://res.cloudinary.com/jfnzoigm/image/upload/v1788592222/products/191580414.jpg,https://img21.shop-pro.jp/PA01522/292/product/191580414.jpg,248500,大型車両が出入り可能で、設置・撤去が簡単なパネル付きキャスターゲートです。,"248,500",大型車両が出入り可能で、設置・撤去が簡単なパネル付きキャスターゲートです。両開き仕様でも使用でき、３mパネルなので現場の目隠しに最適です。,"[{""label"": ""資料"", ""url"": ""https://file003.shop-pro.jp/PA01522/292/catalogue/panelcastergate3m_toriatsukai.pdf""}, {""label"": ""品番の図面"", ""url"": ""https://file003.shop-pro.jp/PA01522/292/catalogue/panelcastergatePCGN-45.pdf""}]"
